-1.450959525815360251e+00,1.520095046227947222e+00,nan
-2.227473079579966875e+00,8.330717280325767859e-01,nan
-2.371154230830279985e+00,6.279604575096713326e-01,nan
-2.491769291674811093e+00,1.707005777007269132e-01,nan
-2.493238164383901445e+00,1.514536956672529189e-01,nan
-2.499004370016328469e+00,4.180747810125419461e-02,nan
-2.499568056158336216e+00,3.463830168346867383e-02,nan
-2.499961826110137952e+00,1.123668184434391780e-02,nan
-2.499968940787884009e+00,1.007231546681381512e-02,nan
-2.499995969503034488e+00,2.645354269290779280e-03,nan
-2.499998357232671164e+00,2.113595146643549097e-03,nan
-2.499999934056281070e+00,4.409495584120660407e-04,nan
-2.499999949720798309e+00,4.033891868371770060e-04,nan
-2.499999995323813007e+00,8.275625536180493554e-05,nan
-2.499999997653641337e+00,7.191971807222273636e-05,nan
-2.499999999724291655e+00,1.670011971418363731e-05,nan
-2.499999999835572861e+00,1.509229989922488308e-05,nan
-2.499999999966245667e+00,5.257153187417678672e-06,nan
-2.499999999979756637e+00,4.560436539667296874e-06,nan
-2.499999999994954702e+00,2.212609317192483177e-06,nan
-2.499999999996866507e+00,1.984524120326448246e-06,nan
-2.499999999999242384e+00,7.889483294261420182e-07,nan
-2.499999999999543476e+00,6.867008653506302307e-07,nan
-2.499999999999884981e+00,3.329946387113667592e-07,nan
-2.499999999999928946e+00,2.987466510190332269e-07,nan
-2.499999999999983125e+00,1.187607767828830478e-07,nan
-2.499999999999990230e+00,1.033708255846295849e-07,nan
-2.499999999999997335e+00,5.012639801319325562e-08,nan
-2.499999999999999112e+00,4.497102196874089748e-08,nan
-2.500000000000000000e+00,1.787732915574495802e-08,nan
-2.500000000000000000e+00,1.556064558555395138e-08,nan
-2.500000000000000888e+00,7.545640223062465156e-09,nan
-2.500000000000000444e+00,7.545631004990059727e-09,nan
-2.500000000000000888e+00,6.769579794997386649e-09,nan
-2.500000000000000888e+00,6.769575672120203342e-09,nan
-2.500000000000001332e+00,4.040961748673984616e-09,nan
-2.500000000000000444e+00,3.321427963340625759e-09,nan
-2.500000000000000444e+00,3.321425921769397024e-09,nan
-2.500000000000000888e+00,2.837611107293801148e-09,nan
-2.500000000000000444e+00,1.316334644289229812e-09,nan
-2.500000000000000888e+00,1.135298321020535487e-09,nan
-2.500000000000000000e+00,1.135297688545516885e-09,nan
-2.500000000000000888e+00,1.135296306321853209e-09,nan
-2.500000000000000444e+00,1.019431681221496889e-09,nan
-2.500000000000000444e+00,4.027262876616657500e-10,nan
-2.500000000000000444e+00,3.502091446921585723e-10,nan
-2.500000000000000888e+00,2.903954073087076222e-10,nan
-2.500000000000000888e+00,2.903950695344660706e-10,nan
-2.500000000000000888e+00,2.623595525533612495e-10,nan
-2.500000000000000888e+00,9.914493411921848942e-11,nan
-2.500000000000000444e+00,8.564798718098779409e-11,nan
-2.500000000000000888e+00,8.564798285908555795e-11,nan
-2.500000000000000888e+00,8.564787575859016680e-11,nan
-2.500000000000000888e+00,8.564774653596004624e-11,nan
-2.500000000000000888e+00,8.564766452129169558e-11,nan
-2.500000000000000888e+00,8.564756098472999103e-11,nan
-2.500000000000000888e+00,8.564749126893126962e-11,nan
-2.500000000000000888e+00,8.564739202752319712e-11,nan
-2.500000000000000888e+00,8.564730531529386010e-11,nan
-2.500000000000000888e+00,8.564722067185917122e-11,nan
-2.500000000000000888e+00,8.564708264269433167e-11,nan
-2.500000000000000888e+00,7.702266401618572333e-11,nan
-2.500000000000000444e+00,3.010032287797079773e-11,nan
-2.500000000000000444e+00,2.613295962884593056e-11,nan
-2.500000000000000444e+00,1.287148566040947633e-11,nan
-2.500000000000000888e+00,1.287143381149632133e-11,nan
-2.500000000000000444e+00,1.157533689383340737e-11,nan
-2.500000000000000444e+00,4.523595325005698537e-12,nan
-2.500000000000000888e+00,3.927246268279823673e-12,nan
-2.500000000000000888e+00,1.934289919984517773e-12,nan
-2.500000000000000444e+00,1.739428068575587965e-12,nan
-2.500000000000000888e+00,6.797766417723266079e-13,nan
-2.500000000000000888e+00,6.797005495464842303e-13,nan
-2.500000000000000444e+00,5.900952252739366825e-13,nan
-2.500000000000000888e+00,2.906365900053765549e-13,nan
-2.500000000000001332e+00,2.615272220983163078e-13,nan
-2.500000000000000444e+00,1.020689653214974892e-13,nan
-2.500000000000000888e+00,1.021455889060730247e-13,nan
-2.500000000000000444e+00,8.871187958569339281e-14,nan
-2.500000000000000444e+00,8.870592244839874679e-14,nan
-2.500000000000000888e+00,7.041020887924857541e-14,nan
-2.500000000000000888e+00,7.045361017318330360e-14,nan
-2.500000000000000888e+00,7.045361017318330360e-14,nan
-2.500000000000000888e+00,7.045361017318330360e-14,nan
-2.500000000000000888e+00,7.045361017318330360e-14,nan
-2.500000000000000888e+00,7.045361017318330360e-14,nan
-2.500000000000000888e+00,7.045361017318330360e-14,nan
-2.500000000000000888e+00,7.045361017318330360e-14,nan
-2.500000000000000888e+00,7.045361017318330360e-14,nan
-2.500000000000000888e+00,7.045361017318330360e-14,nan
-2.500000000000000888e+00,7.045361017318330360e-14,nan
-2.500000000000000888e+00,7.045361017318330360e-14,nan
-2.500000000000000888e+00,7.045361017318330360e-14,nan
